chr	pos	spec	HepG2	N2a	diff
chr22	28110700	human	-0.8552495	1.2934495	-2.1486989999999997
chr22	31362950	human	-0.58237153	1.479996	-2.06236753
chr22	32472850	human	-1.5668663	0.5659991	-2.1328654
chr22	36975150	human	-0.5579414	1.4547997	-2.0127411
chr22	37698300	human	0.8621807	-2.1112516	2.9734323000000003
chr22	37785650	human	-0.5291399	2.0693166	-2.5984565
chr22	38329150	human	-1.2698444	0.8636209	-2.1334653
chr22	38589850	human	-0.8820118	1.3704969	-2.2525087
chr22	41336400	human	-0.5369519	1.9013355	-2.4382874
chr22	46141300	human	-1.4270281	0.8423197	-2.2693478000000002
chr22	46529000	human	-0.5236971	1.9861956	-2.5098927
chr22	46536800	human	-3.2025657	0.67080224	-3.87336794
chr22	46536850	human	-2.3704498	0.7615906	-3.1320403999999997
chr22	50312750	human	-2.2750678	0.5704204	-2.8454882
chr22	50808150	human	-1.0626394	1.154497	-2.2171364000000002
chr22	50808200	human	-0.7363583	1.8107448	-2.5471031
chr3	6321700	human	-0.51463413	1.7621287	-2.27676283
chr3	9523150	human	-0.8789469	1.286666	-2.1656129
chr3	9857550	human	-0.5598512	1.5771723	-2.1370234999999997
chr3	20759400	human	-1.2039411	0.9172572	-2.1211983
chr3	33163600	human	-0.67228544	1.400981	-2.0732664400000003
chr3	33933900	human	-0.98067117	1.7544441	-2.73511527
chr3	36585200	human	-0.6348946	1.440295	-2.0751896
chr3	43360150	human	-0.52366316	1.9478666	-2.47152976
chr3	47621050	human	-0.5944537	1.5804094	-2.1748631
chr3	47981400	human	-1.5914453	0.5338563	-2.1253016
chr3	48398000	human	1.4096924	-0.61765456	2.02734696
chr3	49778400	human	-0.5502266	1.492082	-2.0423086
chr3	53930450	human	-0.7426374	1.2781774	-2.0208148
chr3	57689950	human	-0.60276246	1.6483175	-2.25107996
chr3	58941100	human	-0.59259254	1.9792616	-2.57185414
chr3	62206700	human	-0.5280453	1.547576	-2.0756213
chr3	74582150	human	-0.83925104	1.405015	-2.24426604
chr3	77350150	human	-0.6039125	1.7787942	-2.3827067
chr3	81157100	human	-0.67292	1.7692829	-2.4422029
chr3	98691500	human	-0.7399341	1.3547637	-2.0946978
chr3	109981900	human	-1.1980066	1.3054688	-2.5034754
chr3	113454450	human	-0.5680345	1.7792926	-2.3473271
chr3	113637150	human	-0.5849728	2.8457077	-3.4306805000000002
chr3	114039250	human	-0.86112714	1.2419834	-2.1031105400000003
chr3	119388900	human	-0.99618924	1.0364645	-2.0326537399999998
chr3	121510350	human	-0.5661996	1.9910831	-2.5572827
chr3	123435800	human	0.52078164	-2.5063038	3.02708544
chr3	126713850	human	-0.7354696	1.6717588	-2.4072284
chr3	127548500	human	-0.797771	1.3055458	-2.1033168
chr3	133567650	human	-0.60724026	1.5352378	-2.14247806
chr3	135486900	human	-0.63216215	1.5537266	-2.18588875
chr3	142963900	human	-3.2835367	0.6242188	-3.9077555
chr3	147693200	human	-0.69894755	1.7032079	-2.40215545
chr3	153068850	human	-0.75791395	1.4273987	-2.1853126499999997
chr3	153515000	human	-0.5459405	1.4678133	-2.0137538
chr3	155738400	human	-0.6684569	1.3945817	-2.0630386
chr3	156063750	human	-0.7311326	2.2340705	-2.9652031
chr3	156556750	human	-0.9258673	2.4739027	-3.39977
chr3	168869550	human	-0.97143877	1.142026	-2.11346477
chr3	171604050	human	-0.68974435	1.4478393	-2.13758365
chr3	177192150	human	-1.3927258	1.6873486	-3.0800744
chr3	182988350	human	-0.76402295	2.5593278	-3.3233507500000004
chr3	183660800	human	-0.8200989	1.3107324	-2.1308313
chr3	184560350	human	1.7716587	-0.51918113	2.29083983
chr3	189875300	human	-0.5334252	1.4941249	-2.0275501
chr3	191125550	human	-0.87990975	1.2035217	-2.08343145
chr3	195417700	human	-0.81363213	1.493397	-2.30702913
chr3	197506550	human	-1.0751632	0.9608933	-2.0360565
chr4	246700	human	-0.6605089	1.5151813	-2.1756902
chr4	1707250	human	-0.8229308	1.293486	-2.1164167999999997
chr4	1719200	human	-0.72103894	1.3381002	-2.05913914
chr4	2711700	human	-0.869321	1.5867467	-2.4560677
chr4	4108100	human	-1.5856246	0.5233966	-2.1090212
chr4	6679050	human	-0.9471668	1.2553111	-2.2024779
chr4	7380850	human	-0.71856236	2.2260742	-2.9446365599999997
chr4	12407150	human	-0.5456507	1.9345899	-2.4802406
chr4	17586600	human	-1.5619336	0.50729793	-2.0692315299999997
chr4	19312750	human	-0.5738542	1.4501591	-2.0240133
chr4	27145150	human	-0.85492635	1.1543317	-2.0092580499999997
chr4	27507150	human	-0.88902175	1.7586353	-2.64765705
chr4	30159450	human	-0.5308167	2.0644171	-2.5952338
chr4	34141000	human	-0.6598878	2.3813486	-3.0412364
chr4	40593500	human	-0.52074325	1.8758725	-2.39661575
chr4	41978550	human	-1.7756276	0.54366136	-2.3192889599999997
chr4	44069200	human	-0.95030355	1.588436	-2.53873955
chr4	56574750	human	-0.58078736	1.9536494	-2.53443676
chr4	63611500	human	-1.3271849	0.7736534	-2.1008383
chr4	83125050	human	-0.5234317	1.5061457	-2.0295774
chr4	84104300	human	-0.5751841	1.9452244	-2.5204085000000003
chr4	88266650	human	-2.0463111	0.5518609	-2.598172
chr4	112665950	human	-0.57208997	2.0974436	-2.66953357
chr4	126619500	human	-0.6124679	1.5671253	-2.1795932000000002
chr4	139778750	human	-0.52661365	2.692859	-3.21947265
chr4	147834200	human	-0.8210702	1.4820219	-2.3030920999999998
chr4	151287650	human	-0.91903424	1.2008411	-2.11987534
chr4	154490700	human	-1.4972154	0.56094515	-2.05816055
chr4	157028750	human	-0.8463141	1.5115374	-2.3578514999999998
chr4	172193600	human	-0.80803835	1.8005772	-2.60861555
chr4	172496450	human	-0.565372	1.4938508	-2.0592227999999997
chr4	175003900	human	-1.4168891	0.59862494	-2.01551404
chr4	177337750	human	-1.0345724	1.3096074	-2.3441798
chr4	181211750	human	-0.968472	1.167336	-2.135808
chr4	188239050	human	-0.5428994	1.834473	-2.3773724
chr5	10760900	human	-1.4803816	0.6708391	-2.1512207
chr5	12603450	human	-0.67372155	1.3854659	-2.05918745
chr5	16845700	human	-0.7321502	1.380738	-2.1128882
chr5	16847200	human	-0.6884564	1.5461694	-2.2346258
chr5	17140600	human	-0.7033607	1.3439386	-2.0472992999999997
chr5	27431350	human	-0.8985717	1.3489177	-2.2474894
chr5	30176500	human	-0.54163885	1.5051216	-2.04676045
chr5	32424300	human	-0.7339964	1.772583	-2.5065794
chr5	37299800	human	-0.5235459	1.9578543	-2.4814002
chr5	53446800	human	-1.5554864	0.61170083	-2.1671872299999997
chr5	61810950	human	2.044283	-0.55957294	2.60385594
chr5	69213250	human	-0.6552134	1.5909231	-2.2461365
chr5	71536600	human	-0.655697	1.9127084	-2.5684054
chr5	74339150	human	-1.061779	1.3999217	-2.4617006999999997
chr5	74766050	human	-0.56793064	1.6703835	-2.23831414
chr5	80112700	human	-1.0784929	1.5534353	-2.6319282
chr5	86217200	human	-0.55910134	2.8132248	-3.37232614
chr5	94061000	human	-0.67373407	2.2186854	-2.89241947
chr5	105280800	human	-0.6324979	1.7721816	-2.4046795
chr5	116700250	human	-0.53643715	1.9524436	-2.48888075
chr5	116819400	human	-0.5399691	1.825539	-2.3655081
chr5	117487850	human	-0.51630414	2.3395574	-2.85586154
chr5	120585350	human	-0.55418485	2.1307557	-2.68494055
chr5	126798200	human	-0.55071974	1.5701083	-2.12082804
chr5	131777000	human	-0.681653	1.8901675	-2.5718205
chr5	132743850	human	-1.0153615	2.8847878	-3.9001493
chr5	133078400	human	-0.6490846	1.4163216	-2.0654062
chr5	139485200	human	-1.4961263	0.53197455	-2.02810085
chr5	141960300	human	-1.6795871	0.5292169	-2.2088039999999998
chr5	149965250	human	-0.62880635	1.797949	-2.42675535
chr5	150450150	human	-0.53643596	2.630514	-3.1669499599999997
chr5	151057450	human	-0.53266585	1.8028085	-2.33547435
chr5	151754350	human	-0.6776093	1.3585705	-2.0361797999999998
chr5	153402050	human	-0.6568793	1.5119327	-2.168812
chr5	154446100	human	-1.0079731	3.5703754	-4.578348500000001
chr5	158501450	human	-0.92073584	1.0882512	-2.00898704
chr5	163289550	human	-0.64050335	1.468619	-2.10912235
chr5	169752800	human	-0.5457871	1.5284444	-2.0742315
chr5	172192950	human	-0.61390674	1.7811319	-2.39503864
chr5	174368200	human	-1.2221102	0.82829213	-2.05040233
chr5	179423300	human	-1.5781941	0.53964436	-2.1178384599999998
chr5	180302050	human	-0.5838834	2.8449843	-3.4288677
chr6	1743200	human	-0.6559926	1.5036771	-2.1596697000000002
chr6	4726100	human	-0.60578114	1.5160365	-2.12181764
chr6	8068050	human	-0.59642065	1.5955482	-2.1919688500000003
chr6	16537450	human	-0.7932775	1.5893043	-2.3825818
chr6	21518050	human	-0.80489254	1.2401677	-2.0450602399999998
chr6	27274000	human	1.8809398	-0.587078	2.4680178
chr6	33559350	human	-0.59506315	1.7531358	-2.34819895
chr6	38596550	human	-0.5946306	1.6747209	-2.2693515
chr6	42453300	human	-1.894882	0.7050855	-2.5999675
chr6	43616900	human	-0.69159615	1.4991263	-2.19072245
chr6	45079050	human	-0.5802001	1.663648	-2.2438481
chr6	45524850	human	-0.72672427	1.5691413	-2.29586557
chr6	50795850	human	-0.54903114	1.9422106	-2.49124174
chr6	65615700	human	-0.69486856	1.7174939	-2.4123624599999998
chr6	85663050	human	-0.59588385	1.5154598	-2.11134365
chr6	94210350	human	-0.597398	1.4349902	-2.0323882
chr6	97550250	human	-0.92917514	1.246855	-2.17603014
chr6	106982950	human	-0.7939403	1.2976191	-2.0915594
chr6	107024600	human	-0.6293512	1.7477534	-2.3771046
chr6	107401900	human	-0.50064933	1.9647875	-2.46543683
chr6	116715650	human	-0.56904674	2.1012774	-2.67032414
chr6	119789050	human	-0.74368143	1.8664873	-2.61016873
chr6	121426050	human	-0.5226073	1.8077184	-2.3303257
chr6	131688800	human	-0.5494972	1.7395686	-2.2890658
chr6	135673150	human	-0.55723417	1.8868403	-2.44407447
chr6	140032800	human	-1.0644271	1.248915	-2.3133421
chr6	147903650	human	-0.65240335	1.7416974	-2.39410075
chr6	148173400	human	-0.7452979	1.3291221	-2.07442
chr6	148173450	human	-0.8363782	2.2500942	-3.0864724
chr6	149770450	human	-1.2912885	0.9280553	-2.2193438
chr6	151011750	human	-1.0300503	1.0590363	-2.0890866
chr6	154190800	human	-0.5185833	1.5083079	-2.0268911999999997
chr6	157374250	human	-0.775156	1.390718	-2.1658739999999996
chr6	157982050	human	-1.6898847	1.4006824	-3.0905671
chr6	161370150	human	-0.78399503	2.112205	-2.89620003
chr6	164236350	human	-0.6655122	1.832732	-2.4982442000000002
chr6	168840000	human	-1.5388287	0.5892652	-2.1280939
chr6	168840800	human	-1.5075738	0.5239911	-2.0315649000000002
chr6	170339550	human	-0.5185275	1.7729993	-2.2915267999999998
chr7	2336150	human	-0.6622968	1.7092905	-2.3715873
chr7	2370800	human	-0.9993398	1.3967824	-2.3961221999999998
chr7	2691500	human	-0.581133	2.4432158	-3.0243488
chr7	6069350	human	-0.5071046	2.2663658	-2.7734704
chr7	6289450	human	-0.50085485	1.5551646	-2.05601945
chr7	19932100	human	-0.5178297	2.055696	-2.5735257000000002
chr7	23243600	human	-0.92661977	1.168583	-2.0952027699999998
chr7	32959100	human	-0.70651937	1.2956405	-2.00215987
chr7	39729450	human	-0.52048767	1.5483985	-2.06888617
chr7	40902350	human	-0.5299093	2.3550792	-2.8849885
chr7	45048500	human	-0.5013492	1.7490926	-2.2504418
chr7	55841450	human	-0.77890956	1.4486235	-2.22753306
chr7	56814650	human	-1.5872054	0.5057211	-2.0929265
chr7	56827550	human	-1.5567003	0.5076796	-2.0643799
chr7	56827600	human	-1.1295815	1.3826159	-2.5121974
chr7	56994600	human	-0.9042076	1.4567546	-2.3609622
chr7	57217000	human	-1.0676006	1.1454637	-2.2130643
chr7	63592400	human	-0.6958945	1.3983892	-2.0942837
chr7	64589250	human	-0.7176634	1.5535285	-2.2711919
chr7	65909050	human	1.7491343	-0.77680874	2.52594304
chr7	68167850	human	-0.5268433	1.6410782	-2.1679215
chr7	69346250	human	-0.6712377	1.4662281	-2.1374658
chr7	69581300	human	-0.90291274	1.5486535	-2.45156624
chr7	74274300	human	-0.70140266	1.4892547	-2.19065736
chr7	76095000	human	-1.5968874	1.2855605	-2.8824479
chr7	79039750	human	-1.1919037	1.1455374	-2.3374411
chr7	83252100	human	-0.6465137	3.2051861	-3.8516998
chr7	98121750	human	-0.8827677	1.5047113	-2.387479
chr7	99352400	human	-0.9027128	1.1865644	-2.0892771999999997
chr7	99575300	human	-0.57703644	1.8756658	-2.45270224
chr7	101306600	human	-0.7285149	2.2218728	-2.9503877
chr7	102619500	human	-0.57816553	1.6165118	-2.19467733
chr7	103288850	human	1.4877942	-0.7261958	2.21399
chr7	107244000	human	-0.6039365	1.7578666	-2.3618031
chr7	108005500	human	-0.5550481	1.7773559	-2.3324040000000004
chr7	113011850	human	-0.69043756	3.364531	-4.05496856
chr7	123529650	human	-0.9302299	1.5376966	-2.4679265
chr7	129509050	human	-0.6948253	1.5407225	-2.2355478
chr7	133498350	human	-0.7608223	1.2705894	-2.0314117
chr7	135890950	human	-1.5737073	0.6590389	-2.2327462
chr7	139231700	human	-2.1293721	0.5486187	-2.6779908
chr7	145306800	human	-0.5091393	1.7667117	-2.2758510000000003
chr7	156516850	human	-1.1683813	1.0379078	-2.2062891000000002
chr7	157624050	human	-1.0998259	0.94072866	-2.04055456
chr7	158820550	human	-0.5208241	1.7048373	-2.2256614
chr8	4078800	human	-1.2325575	1.8056891	-3.0382466
chr8	4966150	human	-0.5853158	1.4459033	-2.0312191
chr8	9323900	human	-0.7015742	1.6181555	-2.3197297
chr8	10906750	human	-0.83518124	1.2156763	-2.05085754
chr8	13629050	human	-0.7452042	1.8656137	-2.6108179
chr8	15015450	human	-1.0647578	1.2622801	-2.3270378999999997
chr8	17906450	human	-0.5730091	3.8370776	-4.4100867
chr8	22079150	human	-0.6011364	2.338197	-2.9393334
chr8	22308350	human	-1.1807343	0.8515382	-2.0322725
chr8	25211900	human	-0.6394665	1.6769404	-2.3164069
chr8	27009950	human	-0.54734504	2.63642	-3.18376504
chr8	27716050	human	-1.1754104	0.977474	-2.1528844
chr8	47738550	human	-3.1984434	0.54795516	-3.74639856
chr8	52558050	human	-1.0607104	1.5703282	-2.6310386
chr8	54040950	human	-0.63627666	1.4509176	-2.08719426
chr8	55768450	human	-1.0990113	1.4713783	-2.5703896
chr8	56404100	human	-0.59425485	1.9834652	-2.57772005
chr8	66775400	human	-1.7864685	0.54297984	-2.32944834
chr8	68679050	human	-1.0883225	1.6952003	-2.7835228
chr8	73866800	human	-0.8899852	1.2982223	-2.1882075
chr8	81546400	human	-0.89763606	1.5899718	-2.48760786
chr8	81607400	human	-0.5602289	1.457686	-2.0179149
chr8	87367900	human	-0.70634425	1.3078154	-2.01415965
chr8	94390100	human	-1.044118	0.9846821	-2.0288001
chr8	94753600	human	-0.5060998	1.7711307	-2.2772305
chr8	99388900	human	-1.2149773	1.682051	-2.8970282999999997
chr8	100951650	human	-1.7117121	0.5118334	-2.2235455
chr8	116139800	human	-0.61009246	1.5300345	-2.14012696
chr8	143915550	human	-1.4598063	0.5542747	-2.014081
chr9	7365500	human	-0.71252203	1.3646791	-2.07720113
chr9	8225050	human	-0.5018343	1.8890282	-2.3908625
chr9	19423450	human	-0.7734692	1.4551642	-2.2286334
chr9	22789750	human	-0.5133165	2.2634602	-2.7767767
chr9	33878250	human	-1.1243984	1.1460547	-2.2704531
chr9	38766750	human	-0.64567965	1.3788799	-2.02455955
chr9	40739650	human	-0.6503697	1.3772594	-2.0276291
chr9	65816750	human	-1.6658614	0.53768754	-2.20354894
chr9	71728150	human	-0.76744735	1.5582081	-2.32565545
chr9	83265150	human	-0.5978243	1.4319669	-2.0297912
chr9	83345500	human	-0.53896123	1.4861856	-2.0251468299999997
chr9	83952400	human	-0.70218456	1.4218638	-2.1240483599999997
chr9	84888350	human	-0.7153332	1.8193407	-2.5346739
chr9	85801050	human	-0.547696	1.8245609	-2.3722569
chr9	88409600	human	-0.5798736	1.8023655	-2.3822391
chr9	90400600	human	-1.1255727	1.2502935	-2.3758662
chr9	92682500	human	-0.9465852	1.064655	-2.0112402
chr9	93050550	human	-1.4068991	0.59960186	-2.00650096
chr9	96406750	human	-0.56939703	1.7641575	-2.33355453
chr9	96410000	human	-0.61954236	1.6405193	-2.26006166
chr9	102749100	human	-1.885226	1.1865644	-3.0717904000000003
chr9	117564400	human	-0.53305435	1.5418075	-2.07486185
chr9	120163500	human	-0.75712955	2.0950363	-2.85216585
chr9	121217100	human	-0.6234434	1.4461051	-2.0695485
chr9	128656400	human	-1.6500944	0.52098995	-2.17108435
chr9	128739200	human	-0.6342871	1.5161316	-2.1504187
chr9	128844300	human	-0.61857194	1.761404	-2.37997594
chr9	129625650	human	1.1299226	-0.951987	2.0819096
chr9	131555450	human	-0.57955587	1.5367196	-2.11627547
chr9	133419500	human	-1.7574148	0.5001222	-2.257537
chr1_KI270763v1_alt	641650	human	-0.77841616	1.289549	-2.06796516
chr2_KI270767v1_alt	72450	human	-1.6547438	0.6469972	-2.3017410000000003
chr6_GL000250v2_alt	3128100	human	-1.220223	1.1624602	-2.3826832
chr6_GL000250v2_alt	3134500	human	-0.50706697	2.3564255	-2.8634924699999997
chr6_KB021644v2_alt	43900	human	-1.458085	0.72888315	-2.18696815
chr6_KB021644v2_alt	52950	human	-1.2737486	0.728812	-2.0025606
chr6_KB021644v2_alt	66700	human	-1.2671143	0.79491913	-2.06203343
chr6_KB021644v2_alt	67900	human	-1.2367611	0.89964247	-2.13640357
chr6_KB021644v2_alt	69100	human	-1.2794563	0.72202337	-2.00147967
chr8_KI270821v1_alt	33400	human	-1.5367832	0.5178008	-2.0545839999999997
chr16_KI270854v1_alt	94050	human	-2.6252797	0.50581455	-3.1310942500000003
chr16_KI270854v1_alt	94250	human	-1.935034	0.6095898	-2.5446238
chr16_KI270853v1_alt	255100	human	-0.6903193	1.6345454	-2.3248647
chr16_KI270853v1_alt	278000	human	-0.5095123	2.3340306	-2.8435429
chr16_KI270853v1_alt	2148600	human	-0.5253456	1.5810149	-2.1063605
chr17_KI270857v1_alt	1526800	human	-0.526778	1.8485821	-2.3753601
chr17_JH159146v1_alt	215000	human	-1.5432016	0.51538193	-2.05858353
chr17_GL000258v2_alt	192700	human	-0.74460804	1.3200611	-2.06466914
chr17_GL000258v2_alt	1256000	human	-0.5559324	1.4910525	-2.0469849
chr19_GL383575v2_alt	118250	human	-0.89805317	1.2333717	-2.13142487
chr19_GL949746v1_alt	164350	human	-1.03722	1.3753905	-2.4126105
chr19_GL949746v1_alt	946800	human	-0.57553643	1.4478765	-2.02341293
chr22_KI270878v1_alt	154850	human	-0.57956386	1.6407124	-2.22027626
chr11_KI270902v1_alt	8450	human	-0.6273041	1.5825373	-2.2098414
chr11_KI270927v1_alt	8450	human	-0.6273041	1.5825373	-2.2098414
chr15_KI270905v1_alt	1304800	human	-1.025465	1.136613	-2.162078
chr15_KI270905v1_alt	2814200	human	-0.6110065	1.4668779	-2.0778844000000003
chr15_KI270905v1_alt	3188650	human	-0.9121907	1.1862117	-2.0984024000000003
chr6_GL000252v2_alt	849000	human	-0.50623834	2.6595356	-3.16577394
chr6_GL000253v2_alt	1484150	human	-0.58256084	1.4794912	-2.06205204
chr6_GL000254v2_alt	2955750	human	-0.55423117	1.8791852	-2.4334163699999998
chr6_GL000255v2_alt	385850	human	-0.6890824	1.899954	-2.5890364
chr6_GL000255v2_alt	2793050	human	-0.5570215	1.8393834	-2.3964049
chr6_GL000256v2_alt	2913150	human	-0.55423117	1.8791852	-2.4334163699999998
chrUn_KI270442v1	3150	human	-5.359757	0.67130685	-6.03106385
chrUn_KI270442v1	3200	human	-5.359757	0.67130685	-6.03106385
chrUn_KI270442v1	3250	human	-5.359757	0.67130685	-6.03106385
chrUn_GL000224v1	57650	human	-0.86016977	1.191855	-2.05202477
chrUn_KI270751v1	142700	human	-0.6626148	1.8263662	-2.488981
chrX	1126800	human	-2.2128313	0.55126065	-2.76409195
chrX	1729300	human	-0.6017409	1.4780419	-2.0797828000000003
chrX	2553950	human	-0.6263065	1.551947	-2.1782535
chrX	2906850	human	-0.8257277	1.4232202	-2.2489479
chrX	7737150	human	-0.79897344	1.6869988	-2.48597224
chrX	16709600	human	-0.62532616	1.7023739	-2.3277000599999997
chrX	16784100	human	-0.57184845	1.4985094	-2.07035785
chrX	21940600	human	0.63217235	-3.2495627	3.8817350499999996
chrX	23054850	human	-0.535566	1.6847996	-2.2203656
chrX	23707050	human	-0.77181387	2.160208	-2.93202187
chrX	24028350	human	-0.58461875	1.7232866	-2.30790535
chrX	27791450	human	-0.7350228	1.617182	-2.3522048
chrX	39176550	human	-0.57518774	1.6130313	-2.18821904
chrX	41222650	human	-0.5892224	1.7685751	-2.3577975
chrX	43437400	human	-0.5062631	1.6440712	-2.1503343
chrX	45168900	human	1.4708768	-0.52990675	2.00078355
chrX	53956000	human	-0.6604612	1.4748211	-2.1352823
chrX	54062700	human	-0.55746984	1.6100135	-2.16748334
chrX	73864500	human	-0.55300623	1.6292737	-2.18227993
chrX	93393050	human	-0.552691	1.9787182	-2.5314092
chrX	101297850	human	-0.58434004	1.8092048	-2.39354484
chrX	103313650	human	-0.9268794	1.318454	-2.2453334
chrX	110482350	human	-0.6635606	1.3770816	-2.0406421999999997
chrX	110773500	human	-0.70146346	1.8115861	-2.51304956
chrX	140049950	human	-0.64208454	1.6113435	-2.25342804
chrX	150843400	human	-0.9882939	1.2731928	-2.2614867
chrX	155638200	human	-0.90972996	1.1949284	-2.10465836
chrY	1126800	human	-2.2128313	0.55126065	-2.76409195
chrY	1729300	human	-0.6017409	1.4780419	-2.0797828000000003
chrY	2553950	human	-0.6263065	1.551947	-2.1782535
chrY	7699850	human	-0.5230759	2.3543665	-2.8774423999999996
chrY	16816600	human	-1.0262244	1.129536	-2.1557604
chrY	18263650	human	-0.5643343	1.5070446	-2.0713789
chrY	18934200	human	-0.612266	1.6568768	-2.2691428
chrY	25714100	human	-0.713287	1.7628214	-2.4761084
chr1	20744150	mouse	-1.7426925	0.5203973	-2.2630898
chr1	87224100	mouse	-0.6838193	1.9246175	-2.6084368
chr1	107744800	mouse	-1.8261828	1.1279296	-2.9541124
chr1	107744850	mouse	-1.5066684	2.1945338	-3.7012022
chr1	107744900	mouse	-1.2546653	0.9440249	-2.1986902
chr1	119075700	mouse	-1.665725	2.0073085	-3.6730335
chr1	132722250	mouse	-1.7843549	0.7830777	-2.5674326
chr1	133172150	mouse	-1.3112767	0.8377335	-2.1490102
chr1	135713700	mouse	-1.522666	0.56700015	-2.0896661500000002
chr1	136131750	mouse	-2.2651243	0.7665416	-3.0316659
chr1	138666050	mouse	-1.6116003	0.51681626	-2.1284165600000002
chr1	150454950	mouse	-1.1925827	1.0619007	-2.2544834
chr1	150455050	mouse	-1.3640946	0.78241336	-2.14650796
chr1	150455100	mouse	-1.2318618	1.2030797	-2.4349415
chr1	150455700	mouse	-1.1748204	0.93341756	-2.10823796
chr1	153533000	mouse	-0.6929573	1.4797472	-2.1727045
chr1	155254000	mouse	-0.8785548	1.1227916	-2.0013464
chr1	161097100	mouse	-2.0583942	1.0379026	-3.0962968
chr1	164468900	mouse	-1.7700553	0.631588	-2.4016433
chr1	167193750	mouse	-1.0614928	1.0363487	-2.0978415
chr1	168317550	mouse	-1.4932328	0.71162236	-2.20485516
chr1	170589650	mouse	-3.144992	0.5160804	-3.6610723999999997
chr1	170589700	mouse	-1.3797796	0.8903048	-2.2700844
chr1	179622150	mouse	-1.1400343	1.482902	-2.6229363
chr1	191618700	mouse	-1.3592974	0.9256383	-2.2849357
chr1	192810300	mouse	-1.1865196	1.0636451	-2.2501647
chr10	28800950	mouse	-1.6654685	0.60017526	-2.26564376
chr10	43516100	mouse	-0.81005704	1.2995023	-2.10955934
chr10	44078550	mouse	1.8407712	-0.92264664	2.76341784
chr10	66784750	mouse	1.8271712	-0.62780285	2.45497405
chr10	70210250	mouse	-1.8785384	0.63956934	-2.51810774
chr10	91999250	mouse	-0.65805817	1.6223269	-2.28038507
chr10	93428600	mouse	-1.5530479	0.57893604	-2.13198394
chr10	119138200	mouse	-0.9322419	1.1626974	-2.0949393
chr10	124367150	mouse	0.7279552	-1.2989534	2.0269086
chr11	4871200	mouse	-1.363728	0.99506617	-2.35879417
chr11	22715600	mouse	-0.5992405	2.376349	-2.9755895
chr11	35610250	mouse	-1.5524426	0.66188824	-2.21433084
chr11	48761050	mouse	-1.3791829	0.7113571	-2.09054
chr11	50740550	mouse	-0.58827865	1.8215582	-2.40983685
chr11	51599250	mouse	-0.62249887	1.920207	-2.54270587
chr11	52465150	mouse	-1.6934323	0.5625531	-2.2559854
chr11	66958800	mouse	-1.4399928	0.5847889	-2.0247817
chr11	68305450	mouse	-0.62429553	1.890056	-2.51435153
chr11	68573050	mouse	-1.3345479	1.8036597	-3.1382076000000003
chr11	69617300	mouse	-0.75440407	1.5633761	-2.31778017
chr11	84416300	mouse	1.4334086	-0.7190484	2.152457
chr11	85707950	mouse	-1.3285289	1.1777011	-2.50623
chr11	85708000	mouse	-1.0327088	1.4430485	-2.4757572999999997
chr11	85708050	mouse	-0.7590394	1.5433481	-2.3023875
chr11	85708100	mouse	-0.8618845	1.1532204	-2.0151049
chr11	85708150	mouse	-1.1295786	1.1523726	-2.2819512
chr11	85708200	mouse	-0.82052135	1.4211904	-2.24171175
chr11	91781600	mouse	-1.3241436	1.8137754	-3.137919
chr11	91781650	mouse	-1.1424712	1.8164246	-2.9588957999999996
chr11	91781700	mouse	-1.2034044	1.8800598	-3.0834642
chr11	99614500	mouse	-1.5130745	0.5292083	-2.0422828
chr11	99665550	mouse	-1.8943343	0.7542958	-2.6486301
chr11	103867250	mouse	-1.0365927	1.1279925	-2.1645852
chr11	106152600	mouse	-0.90533984	1.1912367	-2.09657654
chr11	113913250	mouse	-1.5151694	0.53205884	-2.04722824
chr11	116200900	mouse	-1.0823394	1.0144466	-2.096786
chr11	116200950	mouse	-0.58288956	2.4151626	-2.99805216
chr11	116970350	mouse	-1.5034848	0.5964217	-2.0999065000000003
chr11	117971550	mouse	-1.0522882	1.0115826	-2.0638708
chr11	120322200	mouse	-1.4605601	0.5770466	-2.0376067
chr11	121023000	mouse	-0.83705485	1.7545182	-2.59157305
chr12	8546950	mouse	-0.82121205	1.2076792	-2.02889125
chr12	8955950	mouse	-1.5592526	0.51174796	-2.07100056
chr12	34770550	mouse	-0.86396563	1.3988581	-2.26282373
chr12	36041950	mouse	-1.6693556	0.55896497	-2.22832057
chr12	52438950	mouse	-0.5466496	1.4980658	-2.0447154
chr12	52439000	mouse	-0.57133526	1.7001121	-2.27144736
chr12	74814600	mouse	-1.5152417	0.5324	-2.0476417
chr12	77751800	mouse	-1.1419325	1.8075204	-2.9494529
chr12	77908200	mouse	1.2998784	-0.70273125	2.00260965
chr12	91609250	mouse	-1.5029067	0.53595287	-2.03885957
chr12	105690800	mouse	-0.52789825	1.7269179	-2.25481615
chr12	106513400	mouse	-2.708058	0.5266249	-3.2346828999999997
chr12	108602500	mouse	1.232003	-0.7785841	2.0105871
chr12	109470000	mouse	-0.647684	1.8185043	-2.4661883
chr13	40821750	mouse	1.6396143	-0.57941353	2.21902783
chr13	44945200	mouse	-0.5174163	2.362177	-2.8795933
chr13	48188400	mouse	2.199298	-0.5426588	2.7419568
chr13	48756150	mouse	-1.4121017	0.8895116	-2.3016133
chr13	49331650	mouse	-0.54442394	2.0662034	-2.61062734
chr13	53280800	mouse	1.6098593	-0.72645557	2.3363148700000003
